image_path,k_code,product_name,class_id,split
C:\project_sep\data\single_folder\K-039170_0_1_0_2_75_140_200.png,K-039170,베아로탄플러스에프정,4,train
C:\project_sep\data\single_folder\K-041804_0_0_1_0_90_000_200.png,K-041804,쿠에타핀정12.5밀리그램(쿠에티아핀푸마르산염),202,train
C:\project_sep\data\single_folder\K-041184_0_0_0_1_75_120_200.png,K-041184,노바넬정 5mg,129,train
C:\project_sep\data\single_folder\K-041752_0_1_1_1_75_220_200.png,K-041752,이달비정 40mg,192,train
C:\project_sep\data\single_folder\K-042268_0_2_0_2_75_020_200.png,K-042268,이알펜8시간서방정,250,train
C:\project_sep\data\single_folder\K-044927_0_2_0_0_70_180_200.png,K-044927,에이목스캡슐 500mg,466,train
C:\project_sep\data\single_folder\K-044754_0_1_0_0_90_280_200.png,K-044754,클자핀정 50mg,454,train
C:\project_sep\data\single_folder\K-044539_0_1_0_2_60_320_200.png,K-044539,아질렉트정 0.5mg,427,train
C:\project_sep\data\single_folder\K-043506_0_2_1_0_70_200_200.png,K-043506,웰마코연질캡슐,343,train
C:\project_sep\data\single_folder\K-041600_0_1_1_2_75_060_200.png,K-041600,제클러캡슐 250mg,178,train
C:\project_sep\data\single_folder\K-042421_0_1_0_2_90_080_200.png,K-042421,아셀리온캡슐 100mg,268,train
C:\project_sep\data\single_folder\K-042484_0_0_1_2_75_240_200.png,K-042484,도베셀정 500mg,272,train
C:\project_sep\data\single_folder\K-041696_0_0_0_2_60_000_200.png,K-041696,베믈리디정(테노포비르알라페나미드푸마르산염),185,train
C:\project_sep\data\single_folder\K-044451_0_0_1_1_90_100_200.png,K-044451,니코버정0.5mg 0.825mg/PTP,419,train
C:\project_sep\data\single_folder\K-041490_0_2_1_1_90_000_200.png,K-041490,리피크린정 10mg,162,train
C:\project_sep\data\single_folder\K-041571_0_2_0_2_90_160_200.png,K-041571,코르포지정 10/160mg,175,train
C:\project_sep\data\single_folder\K-039338_0_0_1_0_90_160_200.png,K-039338,크레진정 10mg,18,train
C:\project_sep\data\single_folder\K-040340_0_2_1_2_90_120_200.png,K-040340,빔스크정 150mg,79,train
C:\project_sep\data\single_folder\K-041768_0_1_1_1_90_100_200.png,K-041768,카발린캡슐 25mg,194,train
C:\project_sep\data\single_folder\K-043398_0_0_0_1_75_340_200.png,K-043398,나스타정 50mg,334,train
C:\project_sep\data\single_folder\K-042790_0_0_1_1_75_340_200.png,K-042790,티모딕정 100mg,296,train
C:\project_sep\data\single_folder\K-040098_0_0_0_2_60_280_200.png,K-040098,칸타벨정 8/5mg,61,train
C:\project_sep\data\single_folder\K-039208_0_0_1_0_90_160_200.png,K-039208,트란시노2정 187.5mg/PTP,7,train
C:\project_sep\data\single_folder\K-041522_0_0_0_0_75_260_200.png,K-041522,솔리나신정 5mg,167,train
C:\project_sep\data\single_folder\K-042406_0_0_0_0_75_240_200.png,K-042406,유앤디캡슐,267,train
C:\project_sep\data\single_folder\K-041809_0_1_1_0_75_340_200.png,K-041809,디카본100정,203,train
C:\project_sep\data\single_folder\K-041751_0_1_1_2_90_040_200.png,K-041751,이달비정 80mg,191,train
C:\project_sep\data\single_folder\K-042831_0_2_0_0_75_160_200.png,K-042831,가스모틴에스알정(모사프리드시트르산염수화물),297,train
C:\project_sep\data\single_folder\K-039148_0_2_1_0_70_140_200.png,K-039148,듀카브정60/5밀리그램,0,train
C:\project_sep\data\single_folder\K-042174_0_2_0_0_75_240_200.png,K-042174,콘파워600정 600mg/병,241,train
C:\project_sep\data\single_folder\K-043999_0_2_0_2_90_020_200.png,K-043999,캐롤비노즈연질캡슐 180mg/PTP,377,train
C:\project_sep\data\single_folder\K-039167_0_0_1_2_75_260_200.png,K-039167,하이소린정 2mg,1,train
C:\project_sep\data\single_folder\K-040330_0_0_0_0_75_260_200.png,K-040330,유니로바정 5mg,77,train
C:\project_sep\data\single_folder\K-042699_0_2_0_0_75_280_200.png,K-042699,폴비정 250mg/병,287,train
C:\project_sep\data\single_folder\K-044992_0_2_0_2_90_280_200.png,K-044992,메피솔론정(메틸프레드니솔론),470,train
C:\project_sep\data\single_folder\K-040332_0_0_1_2_75_100_200.png,K-040332,투베로정60/10밀리그램,78,train
C:\project_sep\data\single_folder\K-040332_0_1_1_0_70_180_200.png,K-040332,투베로정60/10밀리그램,78,train
C:\project_sep\data\single_folder\K-044530_0_0_0_0_75_220_200.png,K-044530,로수암핀정 5/5mg,426,train
C:\project_sep\data\single_folder\K-041726_0_0_1_1_75_020_200.png,K-041726,제이로수정 5mg,187,train
C:\project_sep\data\single_folder\K-040813_0_2_0_0_70_320_200.png,K-040813,동성에르도스테인캡슐(에르도스테인),106,train
C:\project_sep\data\single_folder\K-041413_0_2_0_1_75_200_200.png,K-041413,건일몬테루카스트정 10mg,160,train
C:\project_sep\data\single_folder\K-044567_0_0_0_1_75_040_200.png,K-044567,알포콜린리드캡슐,433,train
C:\project_sep\data\single_folder\K-041968_0_0_0_0_90_340_200.png,K-041968,나프딜정 75mg,213,train
C:\project_sep\data\single_folder\K-041372_0_1_0_1_90_140_200.png,K-041372,유로가바캡슐 75mg,155,train
C:\project_sep\data\single_folder\K-039168_0_1_0_1_90_200_200.png,K-039168,베아로탄플러스정,2,train
C:\project_sep\data\single_folder\K-044312_0_2_0_0_60_140_200.png,K-044312,제이그렐정(클로피도그렐황산염),404,train
C:\project_sep\data\single_folder\K-043277_0_0_0_1_90_200_200.png,K-043277,로수반정 20mg,320,train
C:\project_sep\data\single_folder\K-041594_0_0_0_0_90_000_200.png,K-041594,리리베아캡슐 150mg,177,train
C:\project_sep\data\single_folder\K-042098_0_2_0_0_75_320_200.png,K-042098,아목시스캡슐 500mg,231,train
C:\project_sep\data\single_folder\K-040325_0_0_1_0_75_000_200.png,K-040325,알두스캡슐,75,train
C:\project_sep\data\single_folder\K-039208_0_0_1_0_90_280_200.png,K-039208,트란시노2정 187.5mg/PTP,7,train
C:\project_sep\data\single_folder\K-042662_0_1_0_0_70_200_200.png,K-042662,네비스톨정1.25밀리그램(네비보롤염산염),284,train
C:\project_sep\data\single_folder\K-042980_0_2_1_2_75_120_200.png,K-042980,리피크린정 20mg,299,train
C:\project_sep\data\single_folder\K-042021_0_2_1_2_70_240_200.png,K-042021,투리온정(베포타스틴베실산염),223,train
C:\project_sep\data\single_folder\K-040020_0_2_1_2_75_080_200.png,K-040020,마그투연질캡슐 500mg/PTP,58,train
C:\project_sep\data\single_folder\K-041076_0_2_1_0_75_180_200.png,K-041076,세다큐노즈연질캡슐 180mg/PTP,119,train
C:\project_sep\data\single_folder\K-044489_0_2_1_0_90_100_200.png,K-044489,바독시플러스정,421,train
C:\project_sep\data\single_folder\K-044215_0_0_0_2_90_220_200.png,K-044215,둘코라인정 500mg/병,396,train
C:\project_sep\data\single_folder\K-044145_0_2_0_2_75_180_200.png,K-044145,콜민코연질캡슐 200mg/PTP,390,train
C:\project_sep\data\single_folder\K-044334_0_1_1_2_70_120_200.png,K-044334,대웅바이오아스피린장용정 100mg,407,train
C:\project_sep\data\single_folder\K-041075_0_2_0_2_70_180_200.png,K-041075,세다큐콜드연질캡슐 180mg/PTP,118,train
C:\project_sep\data\single_folder\K-043292_0_0_1_0_75_200_200.png,K-043292,가바메드캡슐 150mg,323,train
C:\project_sep\data\single_folder\K-042249_0_2_1_1_90_040_200.png,K-042249,환인메만틴오디정 10mg,249,train
C:\project_sep\data\single_folder\K-039236_0_2_1_2_75_120_200.png,K-039236,엑세타민연질캡슐 20mg/포,8,train
C:\project_sep\data\single_folder\K-042484_0_0_0_1_90_240_200.png,K-042484,도베셀정 500mg,272,train
C:\project_sep\data\single_folder\K-041553_0_1_1_2_70_240_200.png,K-041553,레리카캡슐 75mg,174,train
C:\project_sep\data\single_folder\K-039893_0_0_0_0_75_320_200.png,K-039893,포스넬엠정,49,train
C:\project_sep\data\single_folder\K-040112_0_2_0_2_70_000_200.png,K-040112,펜싹코연질캡슐 180mg/PTP,64,train
C:\project_sep\data\single_folder\K-043544_0_2_0_2_75_100_200.png,K-043544,액티진정 100mg/병,349,train
C:\project_sep\data\single_folder\K-040340_0_1_0_1_75_100_200.png,K-040340,빔스크정 150mg,79,train
C:\project_sep\data\single_folder\K-044312_0_2_1_1_75_020_200.png,K-044312,제이그렐정(클로피도그렐황산염),404,train
C:\project_sep\data\single_folder\K-040332_0_0_1_2_70_040_200.png,K-040332,투베로정60/10밀리그램,78,train
C:\project_sep\data\single_folder\K-044659_0_2_1_0_75_120_200.png,K-044659,마그포스액티브플러스연질캡슐 500mg/PTP,444,train
C:\project_sep\data\single_folder\K-040248_0_2_0_1_70_100_200.png,K-040248,렘피드캡슐(에르도스테인),72,train
C:\project_sep\data\single_folder\K-042662_0_0_0_1_90_080_200.png,K-042662,네비스톨정1.25밀리그램(네비보롤염산염),284,train
C:\project_sep\data\single_folder\K-042107_0_0_1_1_90_000_200.png,K-042107,위소탈정 40mg/PTP,234,train
C:\project_sep\data\single_folder\K-042278_0_0_0_0_75_080_200.png,K-042278,징코에프정 80mg,254,train
C:\project_sep\data\single_folder\K-042107_0_0_1_0_75_320_200.png,K-042107,위소탈정 40mg/PTP,234,train
C:\project_sep\data\single_folder\K-041265_0_0_0_0_75_240_200.png,K-041265,베노스타신캡슐 50mg/PTP,138,train
C:\project_sep\data\single_folder\K-041261_0_2_1_1_75_240_200.png,K-041261,에뜨비정 15mg/병,137,train
C:\project_sep\data\single_folder\K-044397_0_2_0_1_75_320_200.png,K-044397,제일알지싹세티연질캡슐 10mg/PTP,413,train
C:\project_sep\data\single_folder\K-040790_0_2_0_0_70_160_200.png,K-040790,콜키닌정(콜키신),104,train
C:\project_sep\data\single_folder\K-041804_0_1_1_2_60_060_200.png,K-041804,쿠에타핀정12.5밀리그램(쿠에티아핀푸마르산염),202,train
C:\project_sep\data\single_folder\K-041800_0_2_0_2_90_040_200.png,K-041800,베포캄정,201,train
C:\project_sep\data\single_folder\K-045037_0_0_0_2_90_200_200.png,K-045037,리리베아캡슐 50mg,478,train
C:\project_sep\data\single_folder\K-042999_0_2_1_0_90_280_200.png,K-042999,디만틴정 5mg,300,train
C:\project_sep\data\single_folder\K-041077_0_2_1_2_75_160_200.png,K-041077,혈앤보알파연질캡슐 500mg/PTP,120,train
C:\project_sep\data\single_folder\K-042247_0_0_1_1_90_280_200.png,K-042247,엘트라셋세미정,247,train
C:\project_sep\data\single_folder\K-044215_0_0_0_0_90_260_200.png,K-044215,둘코라인정 500mg/병,396,train
C:\project_sep\data\single_folder\K-040501_0_0_0_2_75_160_200.png,K-040501,텔미스탄정40/5밀리그램,86,train
C:\project_sep\data\single_folder\K-042099_0_0_1_1_75_180_200.png,K-042099,나프바스정 75mg,232,train
C:\project_sep\data\single_folder\K-042004_0_0_1_2_90_020_200.png,K-042004,아세틴캡슐,220,train
C:\project_sep\data\single_folder\K-041804_0_1_1_0_70_020_200.png,K-041804,쿠에타핀정12.5밀리그램(쿠에티아핀푸마르산염),202,train
C:\project_sep\data\single_folder\K-041140_0_2_0_1_75_240_200.png,K-041140,썬팩타민연질캡슐 5mg/병,128,train
C:\project_sep\data\single_folder\K-041696_0_2_0_1_75_280_200.png,K-041696,베믈리디정(테노포비르알라페나미드푸마르산염),185,train
C:\project_sep\data\single_folder\K-039568_0_1_0_0_75_080_200.png,K-039568,프가바린캡슐 75mg,30,train
C:\project_sep\data\single_folder\K-040790_0_2_0_2_75_140_200.png,K-040790,콜키닌정(콜키신),104,train
C:\project_sep\data\single_folder\K-041508_0_2_1_0_90_120_200.png,K-041508,광동아스피린장용정 100mg,166,train
C:\project_sep\data\single_folder\K-039768_0_0_0_1_90_160_200.png,K-039768,리세즈정150mg,42,train
C:\project_sep\data\single_folder\K-043885_0_1_1_0_70_240_200.png,K-043885,프레가린캡슐 50mg,370,train
C:\project_sep\data\single_folder\K-041726_0_0_0_2_90_160_200.png,K-041726,제이로수정 5mg,187,train
C:\project_sep\data\single_folder\K-044385_0_0_0_0_90_100_200.png,K-044385,이달비클로정 40/25mg,412,train
C:\project_sep\data\single_folder\K-044068_0_1_1_2_70_220_200.png,K-044068,휴텍스아스피린장용정 100mg,381,train
C:\project_sep\data\single_folder\K-040434_0_2_1_0_90_220_200.png,K-040434,히트펜정 25mg/병,85,train
C:\project_sep\data\single_folder\K-045011_0_2_1_0_70_080_200.png,K-045011,콜로브론캡슐 200mg/PTP,472,train
C:\project_sep\data\single_folder\K-043544_0_2_0_2_75_080_200.png,K-043544,액티진정 100mg/병,349,train
C:\project_sep\data\single_folder\K-041696_0_2_1_1_70_260_200.png,K-041696,베믈리디정(테노포비르알라페나미드푸마르산염),185,train
C:\project_sep\data\single_folder\K-042154_0_2_1_2_90_080_200.png,K-042154,센스데이정 0.15mg/PTP,239,train
C:\project_sep\data\single_folder\K-039727_0_2_0_1_75_000_200.png,K-039727,마이페노캡슐,37,train
C:\project_sep\data\single_folder\K-044620_0_2_1_2_70_000_200.png,K-044620,알포아티린리드캡슐,438,train
C:\project_sep\data\single_folder\K-045137_0_2_0_1_90_140_200.png,K-045137,세비테라에이치씨티정 10/40/12.5mg,485,train
C:\project_sep\data\single_folder\K-041508_0_2_0_1_75_120_200.png,K-041508,광동아스피린장용정 100mg,166,train
C:\project_sep\data\single_folder\K-044065_0_2_1_2_75_140_200.png,K-044065,페노코린캡슐,380,train
C:\project_sep\data\single_folder\K-043113_0_0_1_1_90_100_200.png,K-043113,치스민캡슐 300mg/PTP,311,train
C:\project_sep\data\single_folder\K-042194_0_0_1_1_90_140_200.png,K-042194,알바트정,243,train
C:\project_sep\data\single_folder\K-041877_0_0_0_1_75_260_200.png,K-041877,암로사정 5mg,206,train
C:\project_sep\data\single_folder\K-044361_0_1_1_1_60_040_200.png,K-044361,쎄스콘미니정 0.15mg/PTP,408,train
C:\project_sep\data\single_folder\K-044906_0_0_0_2_90_020_200.png,K-044906,프레갈캡슐 25mg,464,train
C:\project_sep\data\single_folder\K-044199_0_1_1_2_70_180_200.png,K-044199,케이캡정 50mg,393,train
C:\project_sep\data\single_folder\K-044214_0_2_0_0_70_120_200.png,K-044214,앤틱스캡슐(포도엽건조엑스),395,train
C:\project_sep\data\single_folder\K-042019_0_0_1_0_75_160_200.png,K-042019,앤티팻정 330mg/PTP,222,train
C:\project_sep\data\single_folder\K-041800_0_2_1_0_90_280_200.png,K-041800,베포캄정,201,train
C:\project_sep\data\single_folder\K-044077_0_0_0_1_75_000_200.png,K-044077,로수메트서방정 5/500mg,384,train
C:\project_sep\data\single_folder\K-039494_0_1_1_0_70_000_200.png,K-039494,프릴린캡슐 75mg,23,train
C:\project_sep\data\single_folder\K-044832_0_1_0_0_70_160_200.png,K-044832,쎄클러캡슐 250mg,457,train
C:\project_sep\data\single_folder\K-043376_0_2_0_2_90_240_200.png,K-043376,콘티플러스연질캡슐 300mg/PTP,331,train
C:\project_sep\data\single_folder\K-044330_0_2_0_0_75_280_200.png,K-044330,베포스타서방정(베포타스틴살리실산염),406,train
C:\project_sep\data\single_folder\K-043165_0_0_0_2_90_200_200.png,K-043165,디아셀캡슐 50mg,315,train
C:\project_sep\data\single_folder\K-044334_0_2_0_1_90_300_200.png,K-044334,대웅바이오아스피린장용정 100mg,407,train
C:\project_sep\data\single_folder\K-041877_0_0_0_0_75_060_200.png,K-041877,암로사정 5mg,206,train
C:\project_sep\data\single_folder\K-044794_0_2_0_0_75_200_200.png,K-044794,가네리버연질캡슐 175mg,455,train
C:\project_sep\data\single_folder\K-042009_0_0_1_0_90_320_200.png,K-042009,셀리온정 10mg,221,train
C:\project_sep\data\single_folder\K-044976_0_2_0_2_75_020_200.png,K-044976,비맥스엠지액티브연질캡슐 500mg/PTP,469,train
C:\project_sep\data\single_folder\K-044301_0_2_1_0_75_220_200.png,K-044301,신콜에프연질캡슐 200mg/PTP,403,train
C:\project_sep\data\single_folder\K-040112_0_2_1_1_70_260_200.png,K-040112,펜싹코연질캡슐 180mg/PTP,64,train
C:\project_sep\data\single_folder\K-039868_0_0_1_0_90_140_200.png,K-039868,아스라스정,45,train
C:\project_sep\data\single_folder\K-043079_0_2_0_0_75_080_200.png,K-043079,빅파워비타연질캡슐 20mg/포,306,train
C:\project_sep\data\single_folder\K-045027_0_2_1_2_90_000_200.png,K-045027,알마스콘정,475,train
C:\project_sep\data\single_folder\K-039393_0_2_0_2_90_240_200.png,K-039393,로수바틴정 5mg,21,train
C:\project_sep\data\single_folder\K-045031_0_1_0_0_75_220_200.png,K-045031,뉴로카바피지캡슐 50mg,477,train
C:\project_sep\data\single_folder\K-044539_0_0_0_2_90_120_200.png,K-044539,아질렉트정 0.5mg,427,train
C:\project_sep\data\single_folder\K-042662_0_2_1_0_75_020_200.png,K-042662,네비스톨정1.25밀리그램(네비보롤염산염),284,train
C:\project_sep\data\single_folder\K-042130_0_2_1_1_70_300_200.png,K-042130,코메키나캡슐 25mg/PTP,237,train
C:\project_sep\data\single_folder\K-040379_0_2_1_2_70_340_200.png,K-040379,기가제로연질캡슐 125mg/PTP,82,train
C:\project_sep\data\single_folder\K-041344_0_2_1_0_90_280_200.png,K-041344,조인파워연질캡슐 300mg/PTP,152,train
C:\project_sep\data\single_folder\K-040601_0_2_1_1_70_280_200.png,K-040601,파인싹연질캡슐 125mg/PTP,94,train
C:\project_sep\data\single_folder\K-044539_0_2_1_2_70_020_200.png,K-044539,아질렉트정 0.5mg,427,train
C:\project_sep\data\single_folder\K-044659_0_2_1_0_75_080_200.png,K-044659,마그포스액티브플러스연질캡슐 500mg/PTP,444,train
C:\project_sep\data\single_folder\K-042154_0_2_1_1_70_100_200.png,K-042154,센스데이정 0.15mg/PTP,239,train
C:\project_sep\data\single_folder\K-041304_0_0_0_0_90_120_200.png,K-041304,슈락스골드장용정 5mg/PTP,146,train
C:\project_sep\data\single_folder\K-045101_0_2_1_0_70_160_200.png,K-045101,훼럼포유연질캡슐 357mg/PTP,482,train
C:\project_sep\data\single_folder\K-040098_0_0_0_0_60_040_200.png,K-040098,칸타벨정 8/5mg,61,train
C:\project_sep\data\single_folder\K-044334_0_2_1_2_60_320_200.png,K-044334,대웅바이오아스피린장용정 100mg,407,train
C:\project_sep\data\single_folder\K-039703_0_0_1_1_90_040_200.png,K-039703,헤파텍트캡슐,36,train
C:\project_sep\data\single_folder\K-043506_0_2_1_1_90_300_200.png,K-043506,웰마코연질캡슐,343,train
C:\project_sep\data\single_folder\K-044126_0_2_1_1_75_280_200.png,K-044126,캐롤비콜드연질캡슐 180mg/PTP,387,train
C:\project_sep\data\single_folder\K-043911_0_0_1_1_90_100_200.png,K-043911,살사라인정 133.3mg/병,374,train
C:\project_sep\data\single_folder\K-043020_0_0_1_0_75_260_200.png,K-043020,헤파톡시온정 100mg/병,301,train
C:\project_sep\data\single_folder\K-041547_0_2_1_1_90_060_200.png,K-041547,로스바탄정 5mg,172,train
C:\project_sep\data\single_folder\K-044602_0_2_0_1_75_320_200.png,K-044602,글리틴리드캡슐(콜린알포세레이트),436,train
C:\project_sep\data\single_folder\K-041102_0_2_0_1_75_080_200.png,K-041102,유니도스캡슐(에르도스테인),125,train
C:\project_sep\data\single_folder\K-044498_0_1_1_1_70_060_200.png,K-044498,투게논정 5/16mg,424,train
C:\project_sep\data\single_folder\K-042099_0_0_0_0_75_180_200.png,K-042099,나프바스정 75mg,232,train
C:\project_sep\data\single_folder\K-044754_0_1_0_0_90_060_200.png,K-044754,클자핀정 50mg,454,train
C:\project_sep\data\single_folder\K-043476_0_2_1_0_90_140_200.png,K-043476,리버만프리미엄연질캡슐 350mg/PTP,342,train
C:\project_sep\data\single_folder\K-041619_0_2_1_0_60_300_200.png,K-041619,루파핀정(루파타딘푸마르산염),180,train
C:\project_sep\data\single_folder\K-042787_0_0_1_2_90_000_200.png,K-042787,레보콜정,295,train
C:\project_sep\data\single_folder\K-043586_0_0_1_0_90_000_200.png,K-043586,바토루스캡슐(바실루스니케니포르미스균),351,train
C:\project_sep\data\single_folder\K-039513_0_1_1_1_90_340_200.png,K-039513,넥리카캡슐 75mg,25,train
C:\project_sep\data\single_folder\K-044530_0_1_1_0_70_040_200.png,K-044530,로수암핀정 5/5mg,426,train
C:\project_sep\data\single_folder\K-045138_0_2_0_0_75_340_200.png,K-045138,세비테라에이치씨티정 5/20/12.5mg,486,train
C:\project_sep\data\single_folder\K-043444_0_2_0_1_90_300_200.png,K-043444,엘부틴정(트리메부틴말레산염),337,train
C:\project_sep\data\single_folder\K-044992_0_1_1_1_70_140_200.png,K-044992,메피솔론정(메틸프레드니솔론),470,train
C:\project_sep\data\single_folder\K-041571_0_2_1_0_90_240_200.png,K-041571,코르포지정 10/160mg,175,train
C:\project_sep\data\single_folder\K-044065_0_2_0_1_75_260_200.png,K-044065,페노코린캡슐,380,train
C:\project_sep\data\single_folder\K-042980_0_2_0_2_75_240_200.png,K-042980,리피크린정 20mg,299,train
C:\project_sep\data\single_folder\K-040790_0_0_0_0_70_080_200.png,K-040790,콜키닌정(콜키신),104,train
C:\project_sep\data\single_folder\K-042318_0_2_1_1_90_060_200.png,K-042318,알코타민정 100mg/병,258,train
C:\project_sep\data\single_folder\K-040790_0_2_1_0_90_340_200.png,K-040790,콜키닌정(콜키신),104,train
C:\project_sep\data\single_folder\K-039868_0_0_0_0_75_140_200.png,K-039868,아스라스정,45,train
C:\project_sep\data\single_folder\K-040939_0_1_1_2_70_200_200.png,K-040939,리필펜캡슐 160mg,112,train
C:\project_sep\data\single_folder\K-039320_0_0_0_2_90_040_200.png,K-039320,뉴암로디프정5밀리그램,15,train
C:\project_sep\data\single_folder\K-043885_0_1_1_0_70_060_200.png,K-043885,프레가린캡슐 50mg,370,train
C:\project_sep\data\single_folder\K-042406_0_0_0_0_75_340_200.png,K-042406,유앤디캡슐,267,train
C:\project_sep\data\single_folder\K-044546_0_0_1_0_90_200_200.png,K-044546,알자나정 200mg/병,428,train
C:\project_sep\data\single_folder\K-042854_0_0_1_1_90_320_200.png,K-042854,머슬펜정 300mg/PTP,298,train
C:\project_sep\data\single_folder\K-040112_0_2_1_0_70_280_200.png,K-040112,펜싹코연질캡슐 180mg/PTP,64,train
C:\project_sep\data\single_folder\K-044903_0_2_0_0_75_340_200.png,K-044903,비코엑스장용정 20mg/병,462,train
C:\project_sep\data\single_folder\K-039167_0_0_1_0_90_320_200.png,K-039167,하이소린정 2mg,1,train
C:\project_sep\data\single_folder\K-041075_0_2_1_1_75_220_200.png,K-041075,세다큐콜드연질캡슐 180mg/PTP,118,train
C:\project_sep\data\single_folder\K-042247_0_0_0_1_75_160_200.png,K-042247,엘트라셋세미정,247,train
C:\project_sep\data\single_folder\K-040728_0_0_1_0_90_000_200.png,K-040728,엘메이드정 200mg/병,101,train
C:\project_sep\data\single_folder\K-039985_0_1_1_1_75_340_200.png,K-039985,렉센엔캡슐 300mg/PTP,54,train
C:\project_sep\data\single_folder\K-041117_0_0_1_2_75_120_200.png,K-041117,솔페신정 10mg,126,train
C:\project_sep\data\single_folder\K-042787_0_0_1_1_90_340_200.png,K-042787,레보콜정,295,train
C:\project_sep\data\single_folder\K-041752_0_2_1_0_70_180_200.png,K-041752,이달비정 40mg,192,train
C:\project_sep\data\single_folder\K-043320_0_0_1_0_75_140_200.png,K-043320,로나펜정,325,train
C:\project_sep\data\single_folder\K-039338_0_0_0_2_90_260_200.png,K-039338,크레진정 10mg,18,train
C:\project_sep\data\single_folder\K-039568_0_1_1_0_70_160_200.png,K-039568,프가바린캡슐 75mg,30,train
C:\project_sep\data\single_folder\K-040332_0_2_1_1_60_020_200.png,K-040332,투베로정60/10밀리그램,78,train
C:\project_sep\data\single_folder\K-042573_0_2_1_1_90_060_200.png,K-042573,나스타제정 30mg/병,276,train
C:\project_sep\data\single_folder\K-041594_0_0_0_1_90_160_200.png,K-041594,리리베아캡슐 150mg,177,train
C:\project_sep\data\single_folder\K-042325_0_2_1_0_90_220_200.png,K-042325,로수넥스정 5mg,260,train
C:\project_sep\data\single_folder\K-042662_0_1_1_1_70_320_200.png,K-042662,네비스톨정1.25밀리그램(네비보롤염산염),284,train
C:\project_sep\data\single_folder\K-044567_0_0_0_0_90_260_200.png,K-044567,알포콜린리드캡슐,433,train
C:\project_sep\data\single_folder\K-041977_0_2_1_1_75_200_200.png,K-041977,레이본정,214,train
C:\project_sep\data\single_folder\K-041048_0_2_0_0_90_120_200.png,K-041048,에르테인캡슐 (에르도스테인),116,train
C:\project_sep\data\single_folder\K-041619_0_1_1_0_60_320_200.png,K-041619,루파핀정(루파타딘푸마르산염),180,train
C:\project_sep\data\single_folder\K-044199_0_2_1_2_70_180_200.png,K-044199,케이캡정 50mg,393,train
C:\project_sep\data\single_folder\K-044171_0_2_0_0_90_040_200.png,K-044171,본탑600골드정 600mg/병,392,train
C:\project_sep\data\single_folder\K-044312_0_0_1_0_60_280_200.png,K-044312,제이그렐정(클로피도그렐황산염),404,train
C:\project_sep\data\single_folder\K-044203_0_2_1_0_90_240_200.png,K-044203,엑티본연질캡슐 1mg/PTP,394,train
C:\project_sep\data\single_folder\K-041696_0_1_0_2_90_160_200.png,K-041696,베믈리디정(테노포비르알라페나미드푸마르산염),185,train
C:\project_sep\data\single_folder\K-044132_0_1_1_2_70_160_200.png,K-044132,루루카캡슐 75mg,389,train
C:\project_sep\data\single_folder\K-044602_0_2_1_0_75_080_200.png,K-044602,글리틴리드캡슐(콜린알포세레이트),436,train
C:\project_sep\data\single_folder\K-041693_0_0_0_1_60_100_200.png,K-041693,투게논정 5/8mg,184,train
C:\project_sep\data\single_folder\K-039885_0_2_1_2_75_140_200.png,K-039885,하노마린350연질캡슐,47,train
C:\project_sep\data\single_folder\K-043647_0_2_1_1_90_160_200.png,K-043647,뮤트린캡슐 200mg,353,train
C:\project_sep\data\single_folder\K-043320_0_0_0_0_75_100_200.png,K-043320,로나펜정,325,train
C:\project_sep\data\single_folder\K-045234_0_2_0_2_90_300_200.png,K-045234,애드민플러스정,492,train
C:\project_sep\data\single_folder\K-040100_0_0_1_1_70_320_200.png,K-040100,칸타벨정 16/5mg,62,train
C:\project_sep\data\single_folder\K-040618_0_1_1_2_70_200_200.png,K-040618,헤토마신캡슐 522.5mg/PTP,95,train
C:\project_sep\data\single_folder\K-044872_0_0_1_2_90_240_200.png,K-044872,멀티큐텐플러스정 5mg/포,460,train
C:\project_sep\data\single_folder\K-042004_0_0_0_1_90_180_200.png,K-042004,아세틴캡슐,220,train
C:\project_sep\data\single_folder\K-044620_0_2_0_0_70_140_200.png,K-044620,알포아티린리드캡슐,438,train
C:\project_sep\data\single_folder\K-041693_0_0_1_2_70_000_200.png,K-041693,투게논정 5/8mg,184,train
C:\project_sep\data\single_folder\K-041269_0_2_1_2_75_260_200.png,K-041269,판토시딜캡슐 100mg/PTP,140,train
C:\project_sep\data\single_folder\K-044754_0_1_1_0_75_100_200.png,K-044754,클자핀정 50mg,454,train
C:\project_sep\data\single_folder\K-044127_0_0_0_2_90_060_200.png,K-044127,뉴슈바틴정 5mg,388,train
C:\project_sep\data\single_folder\K-040100_0_0_0_1_70_240_200.png,K-040100,칸타벨정 16/5mg,62,train
C:\project_sep\data\single_folder\K-044699_0_0_1_2_75_120_200.png,K-044699,유니안트디정,447,train
C:\project_sep\data\single_folder\K-042831_0_2_1_0_90_200_200.png,K-042831,가스모틴에스알정(모사프리드시트르산염수화물),297,train
C:\project_sep\data\single_folder\K-040017_0_2_0_0_90_340_200.png,K-040017,대웅몬테루카스트츄정 4mg,57,train
C:\project_sep\data\single_folder\K-043218_0_0_0_2_90_140_200.png,K-043218,현대프레가발린정 75mg,317,train
C:\project_sep\data\single_folder\K-044223_0_2_1_0_75_140_200.png,K-044223,알마스정,397,train
